title,company,location,how old,link
DESENVOLVEDOR PYTHON - BELO HORIZONTE,OEmprego,"Belo Horizonte, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=b3ed58dd5fc995a6&fccid=919b31f0a22ef58e&vjs=3
ANALISTA DE DESENVOLVIMENTO DE SISTEMAS - PYTHON,KaBuM!,"Limeira, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=643304fd06923b5e&fccid=530a0ea1aedd2128&vjs=3
Data Analyst,Pontomais,"Curitiba, PR",há 2 dias,https://br.indeed.com/rc/clk?jk=40453fd0649469f5&fccid=6ddd3a53821a1c4b&vjs=3
Data Analytics Manager,99,Brasil,há 10 dias,https://br.indeed.com/rc/clk?jk=19e7950cf7b9e358&fccid=7c874ded2b2c6886&vjs=3
Data Scientist,Data Meaning,"São Paulo, SP",há 2 dias,https://br.indeed.com/rc/clk?jk=e396161563ecc694&fccid=791a6eaa91bc3494&vjs=3
Business Data Analyst,Remessa Online powered by Beetech,Remoto,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=9a95b5dc3dd90f88&fccid=53ad19fc9a48d5c1&vjs=3
Analista de Testes (QA),Avantia,"Recife, PE",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=d7fb737396a8338c&fccid=1881034704b1ec55&vjs=3
"Pessoa desenvolvedora Java, Node.js, React - Bolsa Talento",Finxi,"Rio de Janeiro, RJ",há 25 dias,https://br.indeed.com/rc/clk?jk=c614eef8fcab6ada&fccid=bb07de7870df3174&vjs=3
Analista de Qualidade / Teste,TAKING,"São Paulo, SP",há 2 dias,https://br.indeed.com/rc/clk?jk=2f1a5480e0b2807d&fccid=54d424b6e8c4e1e7&vjs=3
Geoprocessing Analyst (Entry Level),ERM Group,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f9b4a119f4789f24&fccid=3f0d5695925aa6ba&vjs=3
Application Support and Development Expert,amdocs,"São Carlos, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=08baf7e71acf2a25&fccid=3b6bf500a6749588&vjs=3
Desenvolvedor – área de monitoramento,Dígitro,"Florianópolis, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=5c68076c172f779d&fccid=74915234278a41ef&vjs=3
ANALISTA DE DADOS,O Povo,"Fortaleza, CE",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=087b553536a83784&fccid=a05e570c99719fe7&vjs=3
Analista de Sistemas Python,Grupo Nexxees,"Florianópolis, SC",há 13 dias,https://br.indeed.com/rc/clk?jk=ee46c3db7a44cc28&fccid=db5f841247aaf759&vjs=3
CIENTISTA DE DADOS - BV,Buscar Vagas,"Rio de Janeiro, RJ",Hoje,https://br.indeed.com/rc/clk?jk=2baaa2ea03e999d3&fccid=cd25ed76f1946ad0&vjs=3
Analista de Planejamento Estratégico,NEUROTECH,"São Paulo, SP",há 19 dias,https://br.indeed.com/rc/clk?jk=9dc0bed3c1ae663e&fccid=f331432af895fe1f&vjs=3
Data Engineer - Pleno,DataSprints,"Belo Horizonte, MG",há 4 dias,https://br.indeed.com/rc/clk?jk=da77618b35864f2e&fccid=842704d48c9a3d7a&vjs=3
Data Analyst,Remessa Online powered by Beetech,Remoto,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=2540090d3fa5c264&fccid=53ad19fc9a48d5c1&vjs=3
ANALISTA DE RISCO DE CRÉDITO JR,Afinz,"Sorocaba, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=d31d2e2c0b732ec9&fccid=c010d2c764def3f0&vjs=3
Data Scientist,Passei Direto,"Rio de Janeiro, RJ",há 26 dias,https://br.indeed.com/rc/clk?jk=0f98f7b38f43545a&fccid=03783be5f74c1fea&vjs=3
Analista Desenvolvedor Python,Connectcom,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=3bef7eab58f982aa&fccid=336534eeea091ba0&vjs=3
Desenvolvedor de Software Sr,Lenovo,"Indaiatuba, SP",há 2 dias,https://br.indeed.com/rc/clk?jk=3434b023a34d4586&fccid=af103eaff391cdf0&vjs=3
Desenvolvedor,OEmprego,"São Paulo, SP",há 3 dias,https://br.indeed.com/rc/clk?jk=c5c36b3791940259&fccid=919b31f0a22ef58e&vjs=3
Programador Web,E-soft Sistemas Ltda.,"Belo Horizonte, MG",há 4 dias,https://br.indeed.com/rc/clk?jk=4eb0ff2b30bdad8c&fccid=f7423c164b7af6a9&vjs=3
Python Developer (Remote or Presential),Olist,"Curitiba, PR",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=7d3e93270748a6e5&fccid=c840c709eedd6da8&vjs=3
Associate - Structured Finance,S&P Global,"São Paulo, SP",há 11 dias,https://br.indeed.com/rc/clk?jk=e6141c5525fab6a1&fccid=b716e44d2c6283e7&vjs=3
[CALINA] Estágio em Ciências de Dados,Calina Marketing Digital,"São Carlos, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=68122253d4c7c345&fccid=147727de66310bb8&vjs=3
Cientista de Dados,Wayon,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=1d878c14b863321a&fccid=3a3f5949aa44f096&vjs=3
Desenvolvedor(a) Python Sênior,S.Lazzarini Serviços de Informatica LTDA,Remoto,há 10 dias,https://br.indeed.com/rc/clk?jk=01830bdb7546d44f&fccid=5f572a8014d54efc&vjs=3
Analista de Confiabilidade Pleno,Prowork Consultoria,"São José, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=529949d15168c3d5&fccid=ce1ea72f8e039a1d&vjs=3
Middleware Application Support Engineer,Axians,Exterior,há 2 dias,https://br.indeed.com/rc/clk?jk=753be47899c4cc27&fccid=03ef7c9acd2f2f37&vjs=3
ANALISTA DE CCO - AUTOMAÇÃO,AEGEA,"Serra, ES",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=19f9eb3a3ef8079d&fccid=ad9c134b21b9019f&vjs=3
GDP-1136 - Estágio de Desenvolvimento Back-end,Instituto Atlântico,"Fortaleza, CE",há 26 dias,https://br.indeed.com/rc/clk?jk=ffa9ac7938248eba&fccid=e943863d58edb276&vjs=3
Desenvolvedor(a) WEB RPA,Iniciativa Assessoria em Recursos Humanos,Brasil,há 4 dias,https://br.indeed.com/rc/clk?jk=2df04dbadf267e4b&fccid=dc947c1a530a5619&vjs=3
Assistente de PCP,Paquetá Calçados,"Sapiranga, RS",há 25 dias,https://br.indeed.com/rc/clk?jk=fb88826a0dd3dd06&fccid=e9e42a3155672fea&vjs=3
Desenvolvedor(a) Python Sênior,Trio,Remoto,há 27 dias,https://br.indeed.com/rc/clk?jk=c70dcbb90ac3ad91&fccid=ba03276812e293b3&vjs=3
Estágio em Computação,BURH,"Sorocaba, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=aa70fe524f2f436c&fccid=dd616958bd9ddc12&vjs=3
Programa de Estágio Tech,Amzn Servicos de Varejo do Bra,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=eace8759dacf04a3&fccid=fe2d21eef233e94a&vjs=3
Desenvolvedor Front-End (Remoto - Nordeste),Celero,"Maceió, AL",há 4 dias,https://br.indeed.com/rc/clk?jk=7e93f778c1953d17&fccid=d19802f25506b939&vjs=3
ESTÁGIO EM PYTHON,Não encontrada.,"João Pessoa, PB",há 2 dias,https://br.indeed.com/rc/clk?jk=f3372d4cee0b0de3&fccid=dd616958bd9ddc12&vjs=3
Product Senior Analyst,99,Brasil,há 11 dias,https://br.indeed.com/rc/clk?jk=b4c6aa68e2cdda6b&fccid=7c874ded2b2c6886&vjs=3
Head de Cobrança,SuperSim,"São Paulo, SP",há 10 dias,https://br.indeed.com/rc/clk?jk=dfab0c5366037ec5&fccid=61e49236fd01be3a&vjs=3
Data Analyst Pleno,will bank,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4a61bbb28eb70149&fccid=6f87f0f19f9e71be&vjs=3
Technical Support Specialist,JATO,"São Paulo, SP",há 13 dias,https://br.indeed.com/rc/clk?jk=5c4fb2acce247c73&fccid=83957617655a47f3&vjs=3
Desenvolvedor Python – Rio De Janeiro – RJ - BV,Buscar Vagas,"Rio de Janeiro, RJ",Hoje,https://br.indeed.com/rc/clk?jk=ebf42f426bc53a65&fccid=cd25ed76f1946ad0&vjs=3
Analista de Dados Júnior,Vetsmart,"São Paulo, SP",há 12 dias,https://br.indeed.com/rc/clk?jk=a3251ed2ef9bfccc&fccid=7bb6797d90fd61b6&vjs=3
Product Software Engineer Full Stack (React / Python),Rapicare,"São Paulo, SP",há 11 dias,https://br.indeed.com/rc/clk?jk=490eceaff2cbd3d3&fccid=4eac082986273475&vjs=3
Analista de Suporte Migração,Configr,"Brasília, DF",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=c471237fdbef26f2&fccid=34a836963c512eb5&vjs=3
Machine Learning Engineer,Serasa,"Blumenau, SC",há 13 dias,https://br.indeed.com/rc/clk?jk=02bce528751836ba&fccid=75a3a5a15b202084&vjs=3
Estágio de Desenvolvimento,Soluções Inteligentes Multissetoriais,"Florianópolis, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4bcbecd28cf19fcf&fccid=d55e7a8ac7aebb79&vjs=3
Analista de Business Intelligence JR,MadeiraMadeira,"Curitiba, PR",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=bb2aa081b736c6e0&fccid=7522264cf9717691&vjs=3
Analista de Dados,VIACERTA Financiadora,"Santo Cristo, RS",há 10 dias,https://br.indeed.com/rc/clk?jk=15c711cd9ee12ac3&fccid=84c404c3e5623502&vjs=3
ANALISTA ETL/OLAP I,Energisa - Recrutamento Externo,"Cataguases, MG",há 13 dias,https://br.indeed.com/rc/clk?jk=12349489910ce7f3&fccid=3b88f8e20a38413a&vjs=3
Estágio - Sistemas De Informação - BV,Buscar Vagas,"Goiânia, GO",há 6 dias,https://br.indeed.com/rc/clk?jk=16eb696a3c02cf19&fccid=cd25ed76f1946ad0&vjs=3
DEV ESTÁGIO,4all,"Porto Alegre, RS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=f845d62addd7ac89&fccid=a6f8078734ce45d5&vjs=3
Analista de Inteligência de Suprimentos Sênior,Gerdau,"São Paulo, SP",há 4 dias,https://br.indeed.com/rc/clk?jk=96b922496b799139&fccid=0614aa99300f405c&vjs=3
Desenvolvedor Python,Grupo Selecionar,"Blumenau, SC",há 3 dias,https://br.indeed.com/rc/clk?jk=c08226d3d9b989cd&fccid=f6f57c2ed0b492d4&vjs=3
Estágio Desenvolvimento Python - PORTO ALEGRE - 1 VAGA,Não encontrada.,"Porto Alegre, RS",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=105f1d1f672678a4&fccid=dd616958bd9ddc12&vjs=3
Engenheiro(a) de Dados pleno Python (remoto),GeekHunter,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=2649010bf15d38e7&fccid=9ba8dec3013c0c90&vjs=3
Head of Data,Gamers Club,"Sorocaba, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=a55a6b0f087f1a61&fccid=0cf3d43d514a72b4&vjs=3
Desenvolvedor NodeJS/Python Pleno [L2DS],BRLink,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=90c02c09265e7234&fccid=e27d901ba26e35f9&vjs=3
Desenvolvedor(a) Sênior FullStack Python,Jetbov®,"Joinville, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=ed56eb2eb69e8b90&fccid=133497c2a885017e&vjs=3
Machine Learning Engineer,Conquest One,"São Paulo, SP",há 4 dias,https://br.indeed.com/rc/clk?jk=0753ca4729396b0c&fccid=feb8ee460433af19&vjs=3
Project Manager Specialist,Involves,Remoto,há 12 dias,https://br.indeed.com/rc/clk?jk=b7570a5f2ac8c2cd&fccid=6ed0979ab9cc882a&vjs=3
Analista Confiabilidade Pl - Redes,Intelbras,"São José, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=990f896cf31516f1&fccid=52cf5a5dc95a494c&vjs=3
Cientista de Dados - Pleno | Presencial ou Home Office,Ambev Tech,"Blumenau, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=322e35b43be7cbaf&fccid=659e51f3cf9c394c&vjs=3
Estágio – TI – Porto Alegre – RS - BV,Buscar Vagas,"Porto Alegre, RS",há 2 dias,https://br.indeed.com/rc/clk?jk=ec28a4d65c969f4a&fccid=cd25ed76f1946ad0&vjs=3
Desenvolvedor Python,Synoro Negócios Inovadores,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=be2fa3ad99d94409&fccid=939813f7b2dce14a&vjs=3
Desenvolvedor Python,Não encontrada.,"Sorocaba, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=0156c4aa9bf0a7cb&fccid=dd616958bd9ddc12&vjs=3
Desenvolvedor(a) Back-end Python,GeekHunter,"Florianópolis, SC",há 28 dias,https://br.indeed.com/rc/clk?jk=e543e80d0528c546&fccid=9ba8dec3013c0c90&vjs=3
Software Engineer - Machine Learning,HP,"Porto Alegre, RS",há 4 dias,https://br.indeed.com/rc/clk?jk=b92aed278cb80e73&fccid=1b866506aec22461&vjs=3
Desenvolvedor Python/BigData,Recrutamento Externo,"Barueri, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=1fc467add4caa7b1&fccid=039df17d98633a49&vjs=3
@ Engenheiro de Dados Senior (Python + GCP),Keyrus Brazil,"São Paulo, SP",há 10 dias,https://br.indeed.com/rc/clk?jk=c4249f966ed7e376&fccid=59d45a7a1694e6f1&vjs=3
SR Python Developer,Werben Capital Humano,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=164f17f0e254e76c&fccid=7673def3f47be232&vjs=3
Data Scientist,Ci&T,Brasil,há 10 dias,https://br.indeed.com/rc/clk?jk=0b6c840519a83f9a&fccid=289d7ce11c250f70&vjs=3
IT Coordinator,Serasa,"Blumenau, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e40e90e657567e74&fccid=75a3a5a15b202084&vjs=3
Desenvolvedor(a) Python,GeekHunter,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=fdf57b0fab03f279&fccid=9ba8dec3013c0c90&vjs=3
Analista de Dados (Catanduva - SP),CerradinhoBio,"Catanduva, SP",há 19 dias,https://br.indeed.com/rc/clk?jk=7669d12212b76da1&fccid=6e0ee8ecf1afc5a4&vjs=3
Market Specialist - Risk Management and Fixed Income (SÃ£o Paulo),Bloomberg,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=5c1f17ebb18c048d&fccid=f770da67b3b51c62&vjs=3
Analista Dados - Rio de Janeiro,Atento Corporate,"Rio de Janeiro, RJ",há 18 dias,https://br.indeed.com/rc/clk?jk=a72b17fb6d2d1ff5&fccid=a5e6c5f8ada0bcb6&vjs=3
Enterprise Engineer,Promon Logicalis,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=30ce758748034a96&fccid=0ca596ca3fb8305d&vjs=3
Strategy & Planning Manager,99,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=1287d5c3cab226a1&fccid=7c874ded2b2c6886&vjs=3
Cientista de Dados,Prowork Consultoria,"Americana, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=2bf221612368dec0&fccid=ce1ea72f8e039a1d&vjs=3
Desenvolvedor Python - Pl/Sr,Mazzatech,"Rio de Janeiro, RJ",há 12 dias,https://br.indeed.com/rc/clk?jk=a95a5dbc48a92309&fccid=7d320c75db933aec&vjs=3
Machine Learning Engineer (Recommendations),Blue Orange Digital,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/company/Blue-Orange-Digital/jobs/Machine-Learning-Engineer-d4ffbdfee6bb016b?fccid=520d66e09adbdba5&vjs=3
Software Engineer,Carta,"Rio de Janeiro, RJ",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=7065d0e3bbebf902&fccid=9e7dc185cb656f55&vjs=3
Cientista de Dados Python,GeekHunter,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=5e5907d672504bec&fccid=9ba8dec3013c0c90&vjs=3
Desenvolvedor Python,Datainfo,"Brasília, DF",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=e10bfabc849d1a4e&fccid=92f7e62d69e92fc8&vjs=3
Tech Art – Rigging & Cinematic,Kokku,"Recife, PE",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=7e68f2f724aa2b24&fccid=a9b103e2a7eea1ea&vjs=3
"Tech Art – Materials, Shaders, Pipeline",Kokku,"Recife, PE",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=6415aa1b4f704a52&fccid=a9b103e2a7eea1ea&vjs=3
Project and Partnerships Manager,Zenysis,"Brasília, DF",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=32ed28a68cc750fc&fccid=28cc6a6836daab1e&vjs=3
Desenvolvedor(a) Full Stack Python,Visie Padrões Web,"São Paulo, SP",há 10 dias,https://br.indeed.com/rc/clk?jk=0e47db2f46031e1a&fccid=68edc23d19933c87&vjs=3
Backend Developer,Prowork Consultoria,"Florianópolis, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=c69ac6cf8817a392&fccid=ce1ea72f8e039a1d&vjs=3
Data Scientist,HP,"Porto Alegre, RS",há 9 dias,https://br.indeed.com/rc/clk?jk=23c14e5593274138&fccid=1b866506aec22461&vjs=3
Estágio em Desenvolvimento | Trabalho Remoto,Alest Consultoria,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=15b37b92d5ed21dc&fccid=1d7da51ddafaa940&vjs=3
Head of Operations - Brazil,Revolut,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=5a452bb677f152cf&fccid=1c00ce6833fa8f3d&vjs=3
ANALISTA DE PROJETOS JÚNIOR,Hypera Pharma,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=66a2f5c0cc6915b2&fccid=b3144f22b919ef02&vjs=3
Analista de Dados,FUNCTIONAL CONSULTING,"Cascavel, PR",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=d03edfe706f71e52&fccid=3dd74ed1dc7f5f0f&vjs=3
Data Engineer Manager,Too Seguros,"São Paulo, SP",há 13 dias,https://br.indeed.com/rc/clk?jk=ab1843fe3ab6bbab&fccid=f13fccabd22797d8&vjs=3
Facilitador Q4 @ Kenzie Academy Brasil,Prowork Consultoria,"Curitiba, PR",há 9 dias,https://br.indeed.com/rc/clk?jk=5e3ea097458ff8f1&fccid=ce1ea72f8e039a1d&vjs=3
Software Support and Development Specialist,amdocs,"São Carlos, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=12b3ce35f71c54ff&fccid=3b6bf500a6749588&vjs=3
Desenvolvedor NodeJS/Python Pleno – Fortaleza – CE - DV,Divulga Vagas,"Fortaleza, CE",há 7 dias,https://br.indeed.com/rc/clk?jk=f467b7a3fb45d34b&fccid=1abbffd7f44ec1e9&vjs=3
Desenvolvedor(a) Web,DP6,"Rio de Janeiro, RJ",há 14 dias,https://br.indeed.com/rc/clk?jk=d51ab66a14933a92&fccid=701bf2c483ce5074&vjs=3
Valora - Desenvolvedor Backend Pleno Python,Finxi,"Rio de Janeiro, RJ",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4eddea54e000f869&fccid=bb07de7870df3174&vjs=3
Estágio em Análise de Dados,GuiaBolso,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=7bf463e6d4b02590&fccid=bb0e48675138d4c8&vjs=3
Analista de Postventa (SOC DATACERTER 3),Promon Logicalis,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=ca17a94d9c7e0af5&fccid=0ca596ca3fb8305d&vjs=3
ESTAGIARIO - AD.0577,Platos,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=a4e3c4fa777b7812&fccid=d04f061ed9cb18fe&vjs=3
NLP & Data Scientist - Labs,TOTVS,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=c77503edf478c699&fccid=67d569b06da4f569&vjs=3
Network Engineer,Match Profiler,Exterior,há 20 dias,https://br.indeed.com/rc/clk?jk=2f96bf83cbfca9a2&fccid=e38ce4c52026932e&vjs=3
Não encontrou uma vaga pra você? Manda pra gente seu CV aqui =),Celero,"Curitiba, PR",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=b4e5cd5ee984ff48&fccid=d19802f25506b939&vjs=3
Desenvolvedor Full Stack Web (Pleno),Plus-IT Consulting,"Campinas, SP",Recém publicada,https://br.indeed.com/rc/clk?jk=b5a7275a0048d7e8&fccid=18029a0d1b99cbb7&vjs=3
Tester,eMotion Studios,"Belo Horizonte, MG",há 4 dias,https://br.indeed.com/rc/clk?jk=a92072408157afa1&fccid=7209a541b4ad9d05&vjs=3
Researcher Machine Learning SR - (Campinas e Recife),SiDi,"Recife, PE",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=47b9277c353018de&fccid=d944f1c7c41daa58&vjs=3
Ingeniero de Cloud,Promon Logicalis,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=86ae475efa8bebf6&fccid=0ca596ca3fb8305d&vjs=3
Analista de Gestão e Estratégia de Crédito Pleno,credsystem,"Barueri, SP",há 13 dias,https://br.indeed.com/rc/clk?jk=a9b15989dec4a6c9&fccid=e35ff851d1795831&vjs=3
Office 365 Unified Engineer,CPQI,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=ebcb255e895a1d44&fccid=128762ebf7553224&vjs=3
Analista de Informação Sênior,Oi,"Rio de Janeiro, RJ",há 3 dias,https://br.indeed.com/rc/clk?jk=be2e7910e667ded9&fccid=22a70571ee2c610b&vjs=3
Consultor Operações,Oi,"Rio de Janeiro, RJ",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=119acf3f8a0bbdb3&fccid=22a70571ee2c610b&vjs=3
Full Stack (Python/React),Integrity Consulting,"Uberlândia, MG",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=9c6f91f3f6a405b9&fccid=2281e4a9c6647a41&vjs=3
Network Automation Engineer,Promon Logicalis,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=776cab2dea67143b&fccid=0ca596ca3fb8305d&vjs=3
Analista de Crédito Sênior,CALCARD,"São Paulo, SP",há 4 dias,https://br.indeed.com/rc/clk?jk=c5005f42eef5bbeb&fccid=f19287a201876dbc&vjs=3
Especialista de Prevenção a Fraudes,Dock - Banking as a Service,"Barueri, SP",há 2 dias,https://br.indeed.com/rc/clk?jk=bc0db1a6aa739541&fccid=ab977253e7ff24c0&vjs=3
Data Scientist,Mazzatech,"São Paulo, SP",há 6 dias,https://br.indeed.com/rc/clk?jk=c439b26d7673d8b1&fccid=7d320c75db933aec&vjs=3
Data Analyst Pleno,Ci&T,Brasil,há 12 dias,https://br.indeed.com/rc/clk?jk=77d1b6617a458163&fccid=289d7ce11c250f70&vjs=3
Dev Backend,Digesto,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=85b2ac1d4e9a707c&fccid=a9d18ed384b6afd9&vjs=3
Operations Manager - DiDi Food Business,99,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=4800bfbf1c446b30&fccid=7c874ded2b2c6886&vjs=3
Consultor - People Analytics,Ernst & Young,"São Paulo, SP",há 2 dias,https://br.indeed.com/rc/clk?jk=4346c3a1188bf7a8&fccid=1544766d4c2915b0&vjs=3
Desenvolvedor JAVA e ou Python,TI9 Sistemas,"Campinas, SP",há 4 dias,https://br.indeed.com/rc/clk?jk=6d818b27068939da&fccid=6617fc306248312e&vjs=3
Estágio TEC (Back-end .NET ou PHP),Mirum,"Curitiba, PR",há 25 dias,https://br.indeed.com/rc/clk?jk=f68bf3dd287b4249&fccid=a27de566ae53de45&vjs=3
Desenvolvedor Backend Pleno,Trabalhe na Estante Mágica,Remoto,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=39005cc31bb375ed&fccid=9769f2f372f922f9&vjs=3
Integration Engineer (Remote-LATAM),Loadsmart,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=939d1ba3fe3ef369&fccid=bf02915605893e1a&vjs=3
Desenvolvedor(a) Full Stack Pleno (Python/Vue),Horus Aeronaves,Remoto,há 27 dias,https://br.indeed.com/rc/clk?jk=d50b08af4af83ca4&fccid=ad7ca8757b4b5584&vjs=3
Desenvolvedor Científico Pleno C++,ESSS,"Florianópolis, SC",há 6 dias,https://br.indeed.com/rc/clk?jk=41dde319333b2e7d&fccid=87e30d5fb8d00995&vjs=3
Application Engineer,Cadence Design Systems,"Belo Horizonte, MG",há 13 dias,https://br.indeed.com/rc/clk?jk=5a98b73b522db702&fccid=391006290e845887&vjs=3
C++ Developer (Pleno),Audaces,"Florianópolis, SC",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=151b68b1c895d89e&fccid=9a87c49bfc45243a&vjs=3
Tech Trainee,Loggi,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=9b5ad959ff3bb69d&fccid=beae102407e0c245&vjs=3
Desenvolvedor Python Sênior,Precifica,"São Paulo, SP",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=8468da2d09cd517e&fccid=29c323c3fb1c0fcb&vjs=3
Marketing Data Scientist,Pipefy,Remoto,há 18 dias,https://br.indeed.com/rc/clk?jk=fe3a390e71b28cc4&fccid=ee369d97968ef88b&vjs=3
ANALISTA DE IMPLANTAÇÃO - SAO PAULO,OEmprego,"São Paulo, SP",há 21 dias,https://br.indeed.com/rc/clk?jk=edf62be03b346730&fccid=919b31f0a22ef58e&vjs=3
Analista de Prevenção à Fraude,Mercado Libre,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=a1600970a690b0e0&fccid=66d6f31a737805b6&vjs=3
Cientista de Dados para People Analytics,Keyrus Brazil,"Rio de Janeiro, RJ",há 3 dias,https://br.indeed.com/rc/clk?jk=6c45027fbd26e0f3&fccid=59d45a7a1694e6f1&vjs=3
ESTAGIÁRIO DE PEOPLE ANALYTICS,Escale,"São Paulo, SP",há 11 dias,https://br.indeed.com/rc/clk?jk=1ed2b0131898422a&fccid=ad4f07c33e8297c2&vjs=3
Analista de testes,Instituto de Pesquisas Eldorado,"Brasília, DF",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=7fc6cc0ae888c6c1&fccid=97ac87bbe35a26cc&vjs=3
Senior Data Science Engineer,WSO2,"Colombo, PR",Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=eb7b83903dce8e2b&fccid=7793a163fc55bc56&vjs=3
Engenheiro(a) de Dados sênior Python (remoto),GeekHunter,Brasil,Há mais de 30 dias,https://br.indeed.com/rc/clk?jk=ba65b3a7fa41a810&fccid=9ba8dec3013c0c90&vjs=3
